sale_id,customer_id,product_id,quantity,sale_date,payment_method,store_location
1099,201,53,3,2024-05-05,Debit Card,Lake Robertberg
1100,25,33,4,2023-06-18,PayPal,Port Erinfurt
1101,79,78,1,2022-12-02,Credit Card,Mollyport
1102,55,72,3,2023-07-11,Credit Card,East Benjaminchester
1103,146,43,3,2024-03-11,Debit Card,New Dannyside
1104,25,17,2,2023-08-11,Credit Card,New David
1105,109,45,3,2024-05-26,Debit Card,South Stacey
1106,243,54,1,2022-02-11,Cash,Brettchester
1107,277,3,1,2022-04-09,Debit Card,New Brandonchester
1108,16,66,2,2024-12-13,Debit Card,Josephshire
1109,94,42,1,2022-06-01,Credit Card,New Darinview
1110,214,62,2,2023-05-01,PayPal,East Lori
1111,282,31,1,2024-07-30,Debit Card,South Rebeccaton
1112,186,58,1,2022-06-26,Credit Card,Daviston
1113,245,41,3,2022-04-26,Crypto,Brownborough
1114,131,15,3,2022-03-10,Debit Card,Port Catherine
1115,192,23,2,2024-05-14,Credit Card,South Lisatown
1116,23,3,3,2022-08-21,Cash,Nicholasside
1117,145,72,4,2023-04-19,Credit Card,Leeshire
1118,190,23,1,2022-12-21,Debit Card,Derekfort
1119,170,36,2,2023-01-04,Debit Card,Tammiehaven
1120,98,80,4,2023-01-20,Debit Card,West Williamchester
1121,295,58,2,2024-04-21,PayPal,Priceborough
1122,171,53,2,2024-12-28,Debit Card,Bryantland
1123,294,2,3,2023-09-07,Crypto,Downshaven
1124,165,33,4,2022-05-28,Crypto,East Kristy
1125,18,49,1,2023-07-22,Credit Card,South Amber
1126,280,56,3,2023-11-11,Credit Card,South Julieshire
1127,201,18,3,2024-05-07,Cash,West Linda
1128,165,12,3,2022-10-04,Debit Card,Leonardview
1129,142,31,1,2022-07-23,Cash,North Ashley
1130,33,28,2,2022-12-12,Debit Card,West Joshua
1131,138,61,2,2024-04-17,Credit Card,North Scottside
1132,25,45,2,2023-10-28,Credit Card,Melissaberg
1133,268,28,4,2024-05-27,Credit Card,Lake Shelby
1134,40,71,4,2022-10-22,Debit Card,Lake Brian
1135,127,5,3,2022-04-09,Debit Card,West Eric
1136,96,64,2,2022-09-07,Debit Card,Powellshire
1137,236,53,4,2024-06-05,Cash,Leechester
1138,271,52,3,2023-01-15,Credit Card,North Jodi
1139,82,4,4,2022-11-02,Credit Card,Edwardport
1140,195,73,2,2023-10-02,Credit Card,Toddchester
1141,40,76,2,2024-02-04,Cash,West Wendyport
1142,219,47,2,2022-02-19,Debit Card,Stephaniefurt
1143,7,29,2,2022-05-11,Credit Card,New Tracey
1144,171,10,1,2022-07-21,Credit Card,Danielbury
1145,99,23,2,2022-08-26,PayPal,Robertberg
1146,266,40,1,2024-10-14,Credit Card,Port Mary
1147,22,7,2,2024-02-16,PayPal,North Tyler
1148,267,15,2,2022-07-28,Debit Card,Megantown
1149,278,53,3,2022-03-08,Credit Card,East Robertton
1150,257,63,4,2023-12-14,Credit Card,Harrisfurt
1151,241,25,2,2022-12-13,Cash,East Ashley
1152,192,79,3,2024-05-10,Debit Card,Davishaven
1153,184,66,2,2024-01-23,Credit Card,North Joseburgh
1154,63,12,4,2024-11-12,PayPal,West Taylormouth
1155,60,19,2,2022-10-04,Credit Card,Port Brandonfort
1156,56,2,3,2023-03-23,PayPal,Port Marie
1157,211,21,2,2022-03-30,Credit Card,Lopezberg
1158,37,36,3,2024-11-22,Credit Card,Adrianside
1159,75,28,3,2024-02-09,Credit Card,Dianeville
1160,242,72,2,2024-01-07,Crypto,Martinezberg
1161,255,44,3,2022-02-24,Credit Card,Clarkfort
1162,177,62,3,2023-10-25,Debit Card,New Lindsayview
1163,181,2,4,2023-02-19,Credit Card,South Mariamouth
1164,142,53,3,2023-04-20,Credit Card,Carpenterborough
1165,58,32,2,2023-02-28,Debit Card,Sarahville
1166,161,60,1,2022-01-19,PayPal,Justinshire
1167,259,56,1,2023-04-25,Credit Card,Lindaborough
1168,271,75,4,2023-12-27,Debit Card,Jacksonport
1169,276,2,4,2024-09-13,Credit Card,Davismouth
1170,102,57,3,2023-06-21,Credit Card,Baileychester
1171,169,52,4,2024-06-15,Credit Card,East Michaelview
1172,135,42,2,2023-05-18,Debit Card,New Ericaton
1173,56,52,1,2023-10-14,Credit Card,Zacharyburgh
1174,207,16,3,2023-12-05,Credit Card,East Deniseberg
1175,193,3,3,2023-12-17,Debit Card,Port Laurenmouth
1176,284,27,4,2024-07-26,Credit Card,Desireemouth
1177,46,68,1,2024-10-09,Debit Card,Harperland
1178,217,12,4,2022-06-02,PayPal,Schwartzborough
1179,235,15,1,2024-04-26,Credit Card,South Feliciabury
1180,275,18,1,2024-09-10,Debit Card,Lake Eric
1181,3,30,1,2022-08-10,PayPal,Maxwellstad
1182,181,8,4,2022-02-20,PayPal,Whiteburgh
1183,135,7,1,2023-10-15,Cash,Smithmouth
1184,58,43,2,2023-03-29,Cash,Port Amanda
1185,289,43,3,2024-03-07,Debit Card,West Sharonton
1186,167,63,3,2023-10-19,Credit Card,Bradside
1187,236,47,3,2022-11-09,PayPal,Taylorhaven
1188,186,32,2,2022-01-30,Credit Card,Francisshire
1189,154,51,3,2022-05-04,Cash,East Jeremiahport
1190,65,34,2,2024-06-26,PayPal,Schneiderchester
1191,232,16,4,2022-10-14,Cash,Beardport
1192,280,1,1,2023-07-23,Credit Card,Jacksonmouth
1193,88,35,2,2024-03-08,Cash,Malonemouth
1194,222,39,1,2024-03-09,Credit Card,North Patrick
1195,42,6,4,2022-07-11,Cash,New Andrewborough
1196,299,34,4,2022-08-15,PayPal,Scottview
1197,129,4,1,2023-09-01,Debit Card,Georgetown
1198,82,26,4,2022-09-17,Credit Card,West Alexis
1199,112,25,2,2022-08-02,Credit Card,Port Susan
1200,62,80,2,2022-07-19,Debit Card,Jessicastad
1201,272,23,3,2022-05-21,Credit Card,Ericfort
1202,234,51,1,2024-12-16,Debit Card,Guerrerochester
1203,72,69,4,2022-09-09,Credit Card,Adamsmouth
1204,71,1,3,2023-08-19,Credit Card,West Karenmouth
1205,9,58,3,2024-07-29,Credit Card,New Kevinbury
1206,94,70,3,2022-06-16,Debit Card,South Brandyberg
1207,175,47,4,2022-01-19,Crypto,Mosleyside
1208,136,1,1,2024-11-16,Credit Card,Meganton
1209,244,50,3,2023-11-09,Credit Card,Port Williammouth
1210,75,18,1,2023-04-26,Debit Card,Smithshire
1211,192,63,4,2024-07-14,Debit Card,Youngton
1212,280,42,2,2024-03-16,Credit Card,East Kathy
1213,58,72,4,2022-02-02,Credit Card,West Samantha
1214,295,74,3,2022-07-20,Debit Card,East Andreafurt
1215,254,25,2,2022-09-26,Credit Card,Hahnside
1216,258,53,1,2022-05-13,Credit Card,Hunterbury
1217,15,44,4,2023-07-14,Credit Card,Lake Emily
1218,104,78,3,2022-08-22,PayPal,Lake Jennifer
1219,135,21,4,2023-09-08,Debit Card,Holmesstad
1220,80,48,2,2024-01-10,Cash,Carlsonton
1221,188,2,2,2022-04-29,Credit Card,Robertsville
1222,225,4,3,2023-11-26,Credit Card,North Jeremyville
1223,234,5,1,2023-10-31,Credit Card,Josephbury
1224,187,71,2,2024-08-17,Credit Card,Williamston
1225,243,24,3,2022-03-12,Crypto,Garciaton
1226,142,80,2,2023-02-07,Credit Card,Zavalaview
1227,91,26,1,2024-10-18,Credit Card,Millerburgh
1228,249,40,4,2022-10-16,Credit Card,South Troyfurt
1229,31,64,1,2024-08-15,Cash,Schultzburgh
1230,300,8,1,2024-12-25,Credit Card,Karenland
1231,109,32,2,2022-06-14,Debit Card,Waltonfurt
1232,95,4,1,2022-08-18,Credit Card,Loriborough
1233,296,1,4,2022-06-25,PayPal,Nicholasbury
1234,184,62,2,2022-01-01,Credit Card,East Sarah
1235,279,54,4,2024-10-03,Debit Card,West Jessica
1236,300,17,1,2022-06-01,Credit Card,Lake Amyborough
1237,254,8,1,2022-12-23,Debit Card,East Patriciaton
1238,148,57,3,2024-03-03,Crypto,New Jeffrey
1239,222,73,2,2024-10-14,Credit Card,Alexanderville
1240,87,19,1,2024-04-01,Debit Card,West Melissaburgh
1241,116,65,1,2024-06-16,Credit Card,Hoodview
1242,192,78,4,2022-02-24,Credit Card,East Cheryl
1243,31,43,3,2024-04-04,Debit Card,Cabreraland
1244,219,67,4,2023-11-24,Credit Card,North Diane
1245,131,17,4,2024-08-10,Credit Card,New Josemouth
1246,105,61,1,2022-09-23,Debit Card,West Kristin
1247,180,42,4,2022-04-29,Credit Card,Walkerville
1248,46,38,4,2022-10-20,Cash,South Cherylfurt
1249,42,31,3,2022-06-22,Credit Card,Port Nathan
1250,9,30,2,2022-12-21,Credit Card,Aimeeside
1251,153,42,1,2023-03-23,Credit Card,South Joel
1252,58,12,3,2024-03-01,Debit Card,West Summerbury
1253,237,16,1,2024-07-02,Credit Card,South Karlborough
1254,168,33,2,2022-12-23,Credit Card,Davidbury
1255,159,78,1,2023-12-06,PayPal,Sellerston
1256,141,72,3,2023-08-12,Debit Card,Richardland
1257,117,3,3,2024-03-10,Debit Card,New Calvin
1258,49,43,2,2023-01-17,Credit Card,Hannahland
1259,64,9,1,2022-12-06,Credit Card,Smithmouth
1260,157,8,3,2023-08-21,Debit Card,Port Jordanside
1261,56,36,3,2022-03-14,Credit Card,Thomasbury
1262,120,24,4,2023-06-09,Credit Card,New Michaelstad
1263,23,59,4,2023-07-05,Credit Card,Adkinsborough
1264,255,1,4,2022-12-02,Cash,Rhondamouth
1265,100,39,2,2023-08-22,Credit Card,Williamsmouth
1266,159,76,1,2024-04-08,PayPal,Joneston
1267,181,11,1,2022-08-02,Debit Card,Port Henry
1268,94,65,2,2023-04-16,Credit Card,Angelaview
1269,130,73,3,2024-04-18,Debit Card,South Benjaminview
1270,248,12,1,2024-12-20,Credit Card,North Jennifer
1271,254,3,1,2023-09-26,Credit Card,East Thomas
1272,226,20,2,2022-08-08,Cash,Moorechester
1273,25,24,3,2023-02-18,Cash,North Felicia
1274,251,48,3,2022-05-28,Credit Card,Davidside
1275,279,27,3,2023-11-17,Credit Card,Danielberg
1276,292,72,2,2022-04-22,Credit Card,Esteston
1277,54,67,1,2022-07-14,Debit Card,Stephaniebury
1278,3,66,1,2023-09-11,Credit Card,New Lauraborough
1279,183,5,1,2024-10-24,Debit Card,Judyfort
1280,1,25,1,2024-11-28,Credit Card,Lake Valerie
1281,239,45,2,2023-09-13,Debit Card,New Alan
1282,278,61,4,2022-09-17,Debit Card,Christophertown
1283,58,4,2,2022-02-12,Debit Card,Davidton
1284,168,40,1,2022-04-27,Credit Card,Clarkemouth
1285,199,80,2,2022-01-29,Debit Card,Gutierrezbury
1286,275,2,2,2022-09-28,PayPal,Kelseyville
1287,224,14,1,2023-05-02,PayPal,Brandonville
1288,297,31,1,2024-03-02,Credit Card,Breannahaven
1289,238,66,3,2024-11-30,Debit Card,Leonardside
1290,112,38,3,2024-08-25,PayPal,Elizabethside
1291,136,56,1,2022-07-11,Credit Card,Woodburgh
1292,108,64,4,2023-08-23,Debit Card,North Stacyville
1293,252,17,1,2022-01-30,Credit Card,Port Riley
1294,141,62,4,2022-03-25,Debit Card,East Scottborough
1295,171,51,3,2023-01-06,Debit Card,Martinburgh
1296,278,18,3,2024-01-03,Credit Card,Michaelbury
1297,195,25,2,2024-06-07,Credit Card,Armstrongberg
1298,80,29,4,2023-08-21,Credit Card,South Emmaborough
1299,127,38,2,2023-11-13,PayPal,Michelemouth
1300,54,51,1,2022-10-05,Debit Card,North Danahaven
1301,295,60,4,2024-06-24,Crypto,Richardsonton
1302,238,57,3,2022-12-21,Debit Card,East Robert
1303,165,67,2,2022-04-02,PayPal,Thomasfurt
1304,132,70,4,2024-03-12,Debit Card,Andersonberg
1305,85,63,4,2024-03-13,PayPal,Scottfort
1306,279,77,1,2022-07-01,Crypto,West Valeriebury
1307,18,55,1,2023-08-08,Credit Card,Moralesport
1308,68,49,3,2023-08-09,Debit Card,North Shaun
1309,234,57,1,2022-06-20,Credit Card,Jamesside
1310,17,53,2,2024-07-14,PayPal,Foleystad
1311,178,24,1,2024-07-12,Credit Card,West Nicoleton
1312,140,29,4,2023-02-22,Debit Card,Brendamouth
1313,39,4,4,2023-06-26,PayPal,Suzannefort
1314,241,1,2,2022-10-08,Debit Card,Lake James
1315,300,59,4,2024-09-04,Credit Card,Tonyaville
1316,74,37,4,2023-04-16,PayPal,East Stuarttown
1317,289,80,3,2024-07-04,Credit Card,Lake Julie
1318,267,1,2,2022-03-22,Debit Card,Wilsonchester
1319,141,54,4,2022-01-24,Credit Card,Richardmouth
1320,39,61,3,2022-01-11,Credit Card,Milesfort
1321,5,56,1,2024-10-31,Credit Card,Lake Karenfurt
1322,14,63,3,2024-02-04,Credit Card,Nathanielton
1323,105,55,1,2023-01-11,Debit Card,Heatherchester
1324,12,79,1,2023-01-23,PayPal,North Matthew
1325,283,46,1,2023-10-06,Credit Card,Derekland
1326,260,39,3,2022-03-03,Debit Card,Villarrealborough
1327,225,55,3,2023-08-29,Cash,Shawnburgh
1328,144,29,4,2024-11-25,PayPal,West Fernandobury
1329,222,6,2,2022-12-24,Debit Card,Mcclureside
1330,76,64,4,2023-04-02,Credit Card,South Brettburgh
1331,153,53,1,2024-11-14,Debit Card,North Kimberlyland
1332,181,63,4,2024-11-29,Debit Card,Frankland
1333,43,50,3,2024-01-09,Credit Card,Kellyfurt
1334,49,5,3,2024-09-21,Credit Card,New Scottstad
1335,69,40,4,2023-09-22,Cash,Joneston
1336,222,25,4,2022-08-31,Credit Card,Guzmanstad
1337,61,77,4,2024-10-27,Credit Card,North Michelle
1338,261,77,1,2022-12-08,Credit Card,New Bryan
1339,107,37,1,2024-07-13,Credit Card,Wagnerbury
1340,111,73,4,2023-12-25,Credit Card,Port Samantha
1341,192,14,3,2024-12-01,Credit Card,North Cody
1342,134,58,2,2022-12-28,Debit Card,West Gloriaberg
1343,180,6,2,2024-04-23,Debit Card,Brendaburgh
1344,289,2,1,2022-07-19,Credit Card,Macdonaldbury
1345,106,50,4,2022-11-20,PayPal,New Jose
1346,227,39,4,2023-01-31,PayPal,Franklinbury
1347,236,43,1,2023-10-23,Cash,Port Kaitlynland
1348,121,19,3,2022-11-19,Cash,Beckyhaven
1349,252,30,2,2024-01-25,PayPal,Curtismouth
1350,102,31,2,2022-09-14,Crypto,Kimville
1351,187,79,1,2024-07-29,Cash,Port David
1352,262,4,3,2022-11-18,Credit Card,Gonzalezview
1353,120,53,3,2024-10-30,Cash,Port Adam
1354,289,26,3,2024-07-16,Credit Card,South Loriside
1355,230,56,3,2023-07-02,Debit Card,Smithview
1356,272,71,3,2022-08-30,Debit Card,Port Michaelchester
1357,265,41,2,2024-04-05,Debit Card,West Rhondaberg
1358,167,25,4,2023-01-11,PayPal,South Michael
1359,26,33,4,2022-10-21,Credit Card,South Dana
1360,222,73,2,2023-01-25,Debit Card,Clarkeborough
1361,290,62,4,2022-06-06,Cash,Vaughnbury
1362,31,77,4,2022-06-08,Debit Card,New Joanne
1363,167,35,1,2024-03-14,Crypto,Brownfurt
1364,22,74,3,2023-06-13,Cash,West James
1365,233,23,2,2022-10-03,Debit Card,New Heather
1366,119,7,3,2024-09-07,Debit Card,Mckinneychester
1367,116,68,1,2022-10-16,Credit Card,Nicholasmouth
1368,206,21,4,2024-10-21,Debit Card,South Ericstad
1369,262,60,4,2022-11-18,Debit Card,Smithbury
1370,105,7,2,2022-08-24,Cash,North Christopherchester
1371,196,75,4,2023-08-30,Debit Card,West Misty
1372,35,21,4,2023-05-21,Debit Card,Scottport
1373,296,77,2,2024-04-20,Credit Card,East Wesleyborough
1374,40,10,4,2023-04-26,Credit Card,Jenniferville
1375,114,8,3,2022-02-18,Debit Card,Randyborough
1376,133,22,4,2024-03-15,Debit Card,North Kimstad
1377,8,59,2,2023-06-23,Crypto,Darrellmouth
1378,115,28,2,2024-03-15,Credit Card,North Angela
1379,165,4,2,2022-01-03,PayPal,Bennettside
1380,201,48,1,2023-08-11,Cash,Smithview
1381,60,37,2,2023-09-14,Debit Card,Suzannehaven
1382,37,54,2,2022-05-01,Credit Card,South Nancy
1383,58,74,4,2024-10-01,Debit Card,Webbmouth
1384,264,32,2,2022-02-26,Debit Card,Brooksview
1385,295,69,4,2023-12-07,Cash,East Connieburgh
1386,196,56,4,2022-07-20,Credit Card,North Hannahchester
1387,40,25,2,2022-06-09,PayPal,Sloanburgh
1388,139,75,1,2022-12-07,Credit Card,Martinezshire
1389,216,54,2,2023-01-01,Cash,Emilymouth
1390,172,25,3,2022-12-06,Debit Card,Port Michaelton
1391,19,77,4,2024-05-03,Credit Card,Charlesport
1392,227,8,2,2024-01-26,PayPal,Terrytown
1393,116,11,3,2024-08-07,Cash,Amandaville
1394,58,12,3,2022-04-09,Credit Card,Josephtown
1395,87,30,2,2023-06-22,Credit Card,New Jose
1396,179,79,2,2022-05-14,PayPal,West Kenneth
1397,39,49,2,2022-02-21,Credit Card,Schmidtmouth
1398,194,9,2,2022-07-19,Debit Card,Port Janet
1399,184,7,2,2023-04-02,Debit Card,Garzafort
1400,31,76,1,2022-04-14,Cash,Johnsonburgh
1401,44,15,1,2023-01-07,Credit Card,South Karen
1402,74,2,3,2023-11-16,PayPal,North Eric
1403,39,27,4,2022-02-12,Credit Card,West Jose
1404,116,42,4,2022-07-28,Credit Card,Martinezfort
1405,33,34,4,2023-11-19,Debit Card,Breannaton
1406,14,24,3,2024-07-15,Debit Card,West Jeremy
1407,170,44,2,2023-10-25,PayPal,Victorport
1408,165,58,4,2024-08-01,PayPal,West Christopherport
1409,110,72,2,2024-02-23,Debit Card,East Robert
1410,225,18,4,2022-04-23,Crypto,West Angelaland
1411,226,56,2,2023-06-28,Credit Card,Clarkmouth
1412,127,52,1,2022-09-10,Debit Card,South Omarburgh
1413,151,60,4,2022-01-19,Credit Card,North Tammytown
1414,196,17,2,2023-06-14,Credit Card,Nancybury
1415,230,38,2,2024-12-29,Credit Card,Davisview
1416,124,58,3,2024-01-07,Credit Card,Port Adamberg
1417,68,26,2,2023-07-13,Credit Card,Martinezstad
1418,189,59,4,2023-04-28,Debit Card,Garciashire
1419,84,20,3,2023-04-11,Crypto,Lake Jean
1420,133,32,4,2023-12-27,Credit Card,Williamsborough
1421,90,24,2,2022-06-30,Debit Card,New Richardborough
1422,5,31,2,2022-01-01,Cash,Lake Amyborough
1423,153,4,2,2023-01-06,Debit Card,New Anthonyland
1424,5,49,2,2023-12-18,Credit Card,West Sydney
1425,258,18,4,2022-06-13,PayPal,North Davidport
1426,90,48,1,2024-06-13,Debit Card,Bowenport
1427,298,55,2,2023-10-05,PayPal,Glennborough
1428,285,29,1,2022-06-29,Credit Card,South Davidhaven
1429,86,68,3,2024-10-27,Debit Card,West Amanda
1430,130,43,1,2024-01-03,Cash,Bobbyborough
1431,195,61,4,2024-08-27,Credit Card,East Alexander
1432,177,24,2,2023-12-11,Credit Card,Toddland
1433,179,42,4,2024-06-19,PayPal,North Julie
1434,282,17,1,2022-08-28,Credit Card,East Sue
1435,174,24,3,2022-03-19,Crypto,Conniehaven
1436,290,33,3,2023-06-18,Credit Card,North Richard
1437,262,2,3,2024-07-05,Credit Card,Cherylmouth
1438,44,45,2,2024-03-29,Credit Card,Port Johnborough
1439,54,77,1,2023-12-10,Cash,Normanborough
1440,182,52,1,2023-09-29,Credit Card,West Michaelfort
1441,182,59,4,2022-11-18,Credit Card,Powersborough
1442,117,9,1,2024-08-15,Credit Card,North Dawn
1443,30,7,1,2024-01-13,Credit Card,South Jason
1444,182,20,1,2024-10-15,Debit Card,Lake Nicholas
1445,226,2,4,2024-12-28,Debit Card,Lake Matthewport
1446,152,47,3,2023-01-16,Debit Card,Vaughanfort
1447,232,21,2,2024-02-27,Debit Card,East Stevenfort
1448,279,44,3,2024-03-26,Debit Card,Port Annafort
1449,213,57,4,2022-07-09,Credit Card,Lake Shannon
1450,188,2,1,2024-05-16,Debit Card,Markstown
1451,273,8,3,2024-03-31,Debit Card,Kimchester
1452,36,25,2,2023-07-07,PayPal,Jamieside
1453,61,80,2,2023-04-18,Credit Card,Moralesville
1454,274,79,3,2024-09-12,Credit Card,Bellfurt
1455,101,19,3,2023-05-11,Credit Card,East Timothy
1456,190,73,1,2022-11-02,Crypto,Port Jillianmouth
1457,41,34,4,2022-09-23,Debit Card,Port Scott
1458,181,4,4,2023-02-21,Credit Card,Gilmoremouth
1459,299,7,4,2024-07-05,Debit Card,Laurenside
1460,133,74,1,2023-10-30,Credit Card,Lake Melaniefort
1461,152,45,4,2022-04-29,Debit Card,Port Richardmouth
1462,12,23,3,2024-12-05,Credit Card,New Nicoleborough
1463,82,61,3,2023-09-14,PayPal,Port Nicolestad
1464,247,21,1,2023-12-22,Debit Card,Michelleview
1465,268,49,2,2024-09-14,Debit Card,Davidland
1466,166,2,3,2024-11-23,Cash,South Samantha
1467,240,41,3,2024-12-06,Debit Card,Thorntonton
1468,283,71,1,2024-05-21,Credit Card,Matthewberg
1469,37,19,4,2024-04-27,Debit Card,Christopherview
1470,185,18,3,2023-11-19,Credit Card,New Timothyside
1471,112,26,4,2022-11-23,Credit Card,Michelleburgh
1472,295,47,4,2022-04-07,Credit Card,Richardfurt
1473,156,70,2,2022-05-30,Crypto,Anthonyfurt
1474,11,21,1,2024-12-24,Crypto,Lake Danielle
1475,257,68,3,2022-10-28,Debit Card,East Maria
1476,270,23,4,2023-01-27,Credit Card,East Angela
1477,2,57,4,2022-04-28,Cash,Christopherberg
1478,137,17,2,2023-11-12,Debit Card,Lake Ashley
1479,195,23,1,2024-02-06,PayPal,New Alyssamouth
1480,31,32,1,2022-05-17,Crypto,Bryanfurt
1481,102,16,4,2022-11-18,Credit Card,North Daniel
1482,46,10,4,2023-02-24,PayPal,New Molly
1483,156,76,3,2023-12-20,Credit Card,Mileschester
1484,23,5,1,2023-10-30,Crypto,Noblemouth
1485,223,4,4,2022-01-18,Debit Card,Hodgesfort
1486,127,18,3,2023-08-04,Cash,East Ralphview
1487,73,12,1,2023-09-04,Credit Card,South Lorettaberg
1488,71,77,2,2023-12-18,Debit Card,Lake Joseph
1489,84,57,3,2024-11-22,Credit Card,Kariland
1490,52,24,2,2022-11-30,Crypto,West Tylerville
1491,21,51,2,2024-01-15,Debit Card,Smithhaven
1492,242,45,4,2023-07-14,Credit Card,West Misty
1493,283,9,1,2022-11-01,Credit Card,Williamburgh
1494,16,34,3,2023-03-11,Cash,Claytontown
1495,294,59,4,2022-01-06,Credit Card,Mccoyfort
1496,270,53,2,2024-11-18,PayPal,East Cindy
1497,158,16,3,2023-06-02,Debit Card,Bryantburgh
1498,2,6,3,2022-07-31,Debit Card,West Patricia
1499,148,24,1,2022-03-16,PayPal,West Sonya
1500,89,9,1,2023-11-07,PayPal,Thomasbury
1501,164,54,3,2023-09-01,Credit Card,Port Cynthiaton
1502,215,73,3,2022-08-11,Cash,Port Maria
1503,65,19,4,2024-02-11,Debit Card,South Michelleburgh
1504,170,76,2,2024-07-26,Debit Card,Lake Brenda
1505,48,30,4,2022-11-16,Credit Card,Port Laura
1506,236,20,4,2022-06-26,Credit Card,Carrolltown
1507,201,57,2,2024-09-25,PayPal,Youngshire
1508,18,63,1,2023-04-20,PayPal,West Brianmouth
1509,225,17,1,2022-03-16,Debit Card,Davidstad
1510,212,24,4,2024-05-16,PayPal,Davischester
1511,1,46,2,2023-11-23,Debit Card,Carrport
1512,122,13,4,2023-01-20,Credit Card,South Nancy
1513,142,14,4,2024-05-23,Debit Card,South Stephanie
1514,279,65,3,2022-05-24,Credit Card,North Cynthia
1515,189,22,4,2023-03-30,Cash,New Danielberg
1516,296,37,1,2022-07-30,Cash,East Noahbury
1517,191,65,1,2022-04-23,PayPal,Port Nancy
1518,175,21,2,2023-11-02,Debit Card,Fryeside
1519,15,49,2,2024-01-03,Crypto,Mejiatown
1520,73,6,4,2024-04-25,Cash,Susanland
1521,10,56,3,2023-05-08,Cash,Christopherside
1522,210,50,4,2022-08-01,Cash,Lake Sierra
1523,116,62,4,2022-05-28,Credit Card,Spencermouth
1524,207,22,2,2022-07-02,Crypto,Lake Thomas
1525,212,6,3,2023-12-17,Credit Card,Wellschester
1526,84,18,4,2023-03-11,Cash,South Christopherfort
1527,209,6,1,2023-11-18,Credit Card,East Beth
1528,294,17,1,2023-04-17,Debit Card,Mckayhaven
1529,176,9,3,2024-08-18,Credit Card,New Matthewshire
1530,285,4,2,2022-06-23,Crypto,North Beverlyside
1531,88,18,1,2023-07-26,Debit Card,West Stephanieburgh
1532,278,53,3,2023-01-31,Credit Card,Jamesbury
1533,267,2,1,2023-01-19,Debit Card,Brayville
1534,218,68,3,2024-06-27,Credit Card,Ericksonmouth
1535,258,80,4,2024-10-17,Cash,South Lisa
1536,77,67,2,2022-07-16,Credit Card,Foleyside
1537,300,51,4,2024-01-15,Credit Card,West Isaacton
1538,118,12,1,2023-02-03,Cash,New Adamview
1539,287,80,3,2024-07-19,PayPal,South Devinfurt
1540,279,64,2,2024-03-01,PayPal,Rodriguezview
1541,111,16,3,2024-03-09,PayPal,Justinstad
1542,16,78,3,2024-01-11,PayPal,Alanburgh
1543,288,18,3,2023-03-05,Debit Card,Garciaview
1544,37,10,3,2022-11-18,PayPal,Port Jesusborough
1545,79,30,2,2022-06-16,Crypto,Cruzstad
1546,61,21,2,2023-03-03,Debit Card,Lopezstad
1547,56,37,1,2024-01-18,Debit Card,Robertfurt
1548,118,37,3,2024-03-12,Credit Card,Woodfort
1549,157,11,1,2023-05-10,Debit Card,Lake Kevin
1550,121,14,2,2023-08-02,Credit Card,Meganport
1551,250,74,1,2023-07-27,Credit Card,New Michaelview
1552,89,68,4,2024-02-08,Cash,Austinview
1553,10,18,4,2023-12-01,PayPal,West Heather
1554,55,13,3,2023-09-23,PayPal,Evanschester
1555,262,25,2,2024-02-07,Credit Card,New James
1556,6,4,4,2024-03-21,Debit Card,Crystalside
1557,135,37,4,2022-05-30,Cash,South Andrew
1558,272,31,4,2024-03-14,Debit Card,North Julieborough
1559,6,67,2,2023-03-11,Credit Card,Williamsstad
1560,287,9,1,2022-08-14,Cash,Melissachester
1561,80,64,3,2023-02-25,Crypto,North Jaimeton
1562,76,70,3,2023-11-23,Cash,Hendersonberg
1563,84,55,4,2022-05-01,Cash,Scottfort
1564,138,59,1,2022-11-11,Debit Card,Manningport
1565,263,54,4,2023-03-05,Crypto,Ritterborough
1566,167,38,4,2024-01-23,Debit Card,Justinfurt
1567,175,13,4,2024-10-19,Credit Card,Mossfort
1568,263,67,3,2023-02-02,Crypto,Mirandaton
1569,18,26,4,2022-10-26,Credit Card,South Laurenstad
1570,248,25,1,2022-03-31,Debit Card,North Brianna
1571,5,1,2,2023-01-06,Debit Card,East Rebekah
1572,15,36,2,2023-10-04,Cash,Port Christina
1573,52,43,2,2024-10-25,PayPal,North Kenneth
1574,161,7,2,2022-07-25,Debit Card,Port Meaganview
1575,133,64,4,2022-03-20,Credit Card,Sparksberg
1576,135,25,1,2023-06-27,Credit Card,North Scottberg
1577,70,64,1,2024-10-10,Debit Card,Brandyhaven
1578,1,72,4,2023-12-10,Debit Card,Hughesbury
1579,219,51,1,2023-01-11,Credit Card,Hansenbury
1580,256,4,2,2023-02-14,Debit Card,Pamelamouth
1581,21,35,1,2023-11-01,Cash,Garciaborough
1582,43,1,4,2022-07-29,Credit Card,East Melissachester
1583,92,28,4,2022-09-06,Debit Card,Shannontown
1584,285,23,3,2024-07-20,Credit Card,Rodriguezmouth
1585,239,21,4,2023-01-19,Crypto,South Evelyn
1586,119,72,1,2022-07-14,Credit Card,South Ashley
1587,230,38,3,2022-07-08,PayPal,Jessicabury
1588,184,62,4,2024-09-26,Credit Card,Dicksonchester
1589,65,48,4,2022-01-29,Debit Card,Meganmouth
